"URL","Title","Rating","Num_Rating","Category","Address","Closed_Time","Image"
"","","","","","","",""
"https://www.google.com/maps/place/Najiha+Souvenir/data=!4m7!3m6!1s0x2e70f34c0eaec207:0x14d44d6110da8541!8m2!3d-6.9712215!4d110.4963413!16s%2Fg%2F11jnqh37d4!19sChIJB8KuDkzzcC4RQYXaEGFN1BQ?authuser=0&hl=id&rclk=1","Najiha Souvenir","5,0","(2)","Toko","Jl. Jatimas Raya x","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipOKSpi37rA9kOiDG2nTycOOvlszOM4oSFegkzUc=w122-h92-k-no"
"https://www.google.com/maps/place/Dian+Creative/data=!4m7!3m6!1s0x2e70f2dc65689093:0x3324649fc1eb49b2!8m2!3d-6.95673!4d110.482093!16s%2Fg%2F11hb5qknr7!19sChIJk5BoZdzycC4RsknrwZ9kJDM?authuser=0&hl=id&rclk=1","Dian Creative","","","Toko Suvenir Pernikahan","Jalan Bitaran Raya RT 01 RW 03","⋅ Buka Sab pukul 09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U853SmtzOGTvW2SOnsdeLQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=131.17815&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Paras+souvenir/data=!4m7!3m6!1s0x2e708d16a887686b:0xe08bfb08ed6732fa!8m2!3d-6.9848115!4d110.4887712!16s%2Fg%2F11nmrly1v4!19sChIJa2iHqBaNcC4R-jJn7Qj7i-A?authuser=0&hl=id&rclk=1","Paras souvenir","5,0","(1)","Toko Suvenir","Perum green permata No.4, RT.6/RW.8","⋅ Buka Sab pukul 06.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lUi0lRHA_i552Gm_6mA53A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=159.50645&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Kadokita.semarang+%28hampers,+buket,+pusat+kado%29/data=!4m7!3m6!1s0x2e708df8a3d0de85:0x76d6447c7204351d!8m2!3d-6.9768419!4d110.4695117!16s%2Fg%2F11rqzfdhbr!19sChIJhd7Qo_iNcC4RHTUEcnxE1nY?authuser=0&hl=id&rclk=1","Kadokita.semarang (hampers, buket, pusat kado)","5,0","(37)","Toko Suvenir Pernikahan","Jl. Bugen Lor, RT.04/RW.03","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipNpbOkMSb9gMlrVSI8mz7jZSETb3YB6A5Bz6j9r=w92-h92-k-no"
"https://www.google.com/maps/place/Dua+Barokah/data=!4m7!3m6!1s0x2e70f32050c5ca47:0x551a2622804b12c2!8m2!3d-6.9527342!4d110.4765384!16s%2Fg%2F1pzwzqrxg!19sChIJR8rFUCDzcC4RwhJLgCImGlU?authuser=0&hl=id&rclk=1","Dua Barokah","","","Toko Suvenir","Jl. Kaligawe Raya No.KM. 6 No. 39","⋅ Buka Sab pukul 09.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6zYb8G1wofReFMH10fTP6g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=300.10114&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Mitra+Media+Stationery+%26+Gift+Shop/data=!4m7!3m6!1s0x2e70f2d6d6549ef3:0xa3b9619af886fafe!8m2!3d-6.9653401!4d110.4793055!16s%2Fg%2F11df7jyqtb!19sChIJ855U1tbycC4R_vqG-JphuaM?authuser=0&hl=id&rclk=1","Mitra Media Stationery & Gift Shop","5,0","(1)","Toko Alat Tulis","Jalan Wolter Monginsidi, Genuk","⋅ Buka Sab pukul 08.30","https://lh5.googleusercontent.com/p/AF1QipM4vWnwoZWB_R5olcw2vi0RVxkeEeSqaybQHyx_=w80-h142-k-no"
"https://www.google.com/maps/place/Cahaya+Baru+Souvenir/data=!4m7!3m6!1s0x2e70f33b95e74adf:0x85e9873c5fc7d8df!8m2!3d-6.9594875!4d110.4574718!16s%2Fg%2F11cmfcldbc!19sChIJ30rnlTvzcC4R39jHXzyH6YU?authuser=0&hl=id&rclk=1","Cahaya Baru Souvenir","4,7","(7)","Produsen suvenir","Jl. Industri VIII No.312","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipM15DnUz-l65np-MFGhFQWkva5NU4_qpXENCIS6=w110-h92-k-no"
"https://www.google.com/maps/place/Toko+Rani+Souvenir/data=!4m7!3m6!1s0x2e708d2de5403db3:0x4625469b5c1b7b40!8m2!3d-6.9770378!4d110.4849512!16s%2Fg%2F11gcm1zz2q!19sChIJsz1A5S2NcC4RQHsbXJtGJUY?authuser=0&hl=id&rclk=1","Toko Rani Souvenir","5,0","(3)","Pusat Perbelanjaan","2FFM+5XP, Jl. Sedayu Sendang","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qEsUH_Y1u-gl4xONvLjUdg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=237.87738&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Cahaya+Souvenir+Johar/data=!4m7!3m6!1s0x2e70f34cc27c9829:0xabc92ec9867e1783!8m2!3d-6.9732624!4d110.4419824!16s%2Fg%2F11d_bvktms!19sChIJKZh8wkzzcC4Rgxd-hskuyas?authuser=0&hl=id&rclk=1","Cahaya Souvenir Johar","","","Toko Suvenir","Jl. Barito","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipOTZYOF4lBF5-ZWA6Vwz9_YyjLdRQgvkS70AG0N=w122-h92-k-no"
"https://www.google.com/maps/place/Bu+Tri+Souvenir+Johar/data=!4m7!3m6!1s0x2e70f34cc27c9829:0x1d4b624e77d20a1d!8m2!3d-6.9732624!4d110.4419824!16s%2Fg%2F11fxfsrmb8!19sChIJKZh8wkzzcC4RHQrSd05iSx0?authuser=0&hl=id&rclk=1","Bu Tri Souvenir Johar","","","Toko Suvenir","Jl. Barito","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipMQdj_qRP2dlriXacYVv8z8GVMNCRDOKqQeBWMi=w80-h106-k-no"
"https://www.google.com/maps/place/Griya+souvenir/data=!4m7!3m6!1s0x2e70f3286a7911ab:0xfd9fbff292f08809!8m2!3d-6.9641962!4d110.472233!16s%2Fg%2F12hr7hrvq!19sChIJqxF5aijzcC4RCYjwkvK_n_0?authuser=0&hl=id&rclk=1","Griya souvenir","4,4","(49)","Produsen suvenir","Jl. Dong Biru No.30, RT.2 RW6","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipNAR_mPlrijwy9gNcY8AwvxnyoS3tDJk0mJYK3X=w122-h92-k-no"
"https://www.google.com/maps/place/anaArt+Product/data=!4m7!3m6!1s0x2e70d7263909037b:0x8c343c81b62afc65!8m2!3d-6.9541906!4d110.4837661!16s%2Fg%2F11rzwwd7rq!19sChIJewMJOSbXcC4RZfwqtoE8NIw?authuser=0&hl=id&rclk=1","anaArt Product","5,0","(4)","Toko Suvenir","2FWM+8GC, Jl. Ratan Cilik","⋅ Buka Sab pukul 08.00","https://lh5.googleusercontent.com/p/AF1QipNPLg-E9WlODfwBUg0DLpPTB67HyHc2uh8XKB8U=w80-h106-k-no"
