"URL","Title","Rating","Num_Rating","Category","Address","Closed_Time","Image"
"","","","","","","",""
"https://www.google.com/maps/place/souvenir+semarang/data=!4m7!3m6!1s0x2e708b168e8633c1:0xbd458a43c4bbdd18!8m2!3d-6.999822!4d110.3953774!16s%2Fg%2F11f3_p1fm2!19sChIJwTOGjhaLcC4RGN27xEOKRb0?authuser=0&hl=id&rclk=1","souvenir semarang","4,5","(2)","Toko Swalayan","292W+35C, Jl. Srinindito Tim. III","⋅ Buka Sab pukul 09.00","https://lh5.googleusercontent.com/p/AF1QipNbFyVeBp4QKXd3Q1soRqfHqwMPCrjYd7xeASIn=w122-h92-k-no"
"https://www.google.com/maps/place/Asri+Gallery/data=!4m7!3m6!1s0x2e708b2840083e8d:0x81982def580d8a4f!8m2!3d-6.986119!4d110.380038!16s%2Fg%2F1pzsld4q6!19sChIJjT4IQCiLcC4RT4oNWO8tmIE?authuser=0&hl=id&rclk=1","Asri Gallery","3,0","(1)","Toko Suvenir","297J+H23","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UCxXD03uGvn3U_AW4JtYZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=3.3777983&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/BELLAVANS+SOUVENIR/data=!4m7!3m6!1s0x2e708be090b7515f:0xf7f6c374d497fb91!8m2!3d-6.9775788!4d110.3932813!16s%2Fg%2F11r70m0z7p!19sChIJX1G3kOCLcC4RkfuX1HTD9vc?authuser=0&hl=id&rclk=1","BELLAVANS SOUVENIR","","","Toko Suvenir Pernikahan","Jl. Kenconowungu Tengah I No.22","⋅ Buka Sab pukul 09.00","https://lh5.googleusercontent.com/p/AF1QipNxmgw9hcEGnryWmL_cBQutINHGddLnEM3dtZbn=w80-h106-k-no"
"https://www.google.com/maps/place/Souvenir+Semarangan/data=!4m7!3m6!1s0x2e70f3340193465f:0x257201534ffa074f!8m2!3d-6.9958255!4d110.3980827!16s%2Fg%2F11hcds3p22!19sChIJX0aTATTzcC4RTwf6T1MBciU?authuser=0&hl=id&rclk=1","Souvenir Semarangan","4,8","(5)","Toko bahan makanan","Klenteng Sam Po Kong","","https://lh5.googleusercontent.com/p/AF1QipMuIESU3U9cmuzrFq0uD0ibkUFSY-kP74MPhQZh=w122-h92-k-no"
"https://www.google.com/maps/place/Svarga+Luxe+Souvenir/data=!4m7!3m6!1s0x2e708b26ed0542fd:0xe73f9cd7553e122!8m2!3d-6.9917262!4d110.3768449!16s%2Fg%2F11ffggy0lq!19sChIJ_UIF7SaLcC4RIuFTdc35cw4?authuser=0&hl=id&rclk=1","Svarga Luxe Souvenir","5,0","(12)","Toko Suvenir Pernikahan","Jl. Muradi No.17","⋅ Buka Sab pukul 10.00","https://lh5.googleusercontent.com/p/AF1QipPZ8K2dabwqCfpCruiTdeFsKrrw5ctM3jcBcbWT=w163-h92-k-no"
"https://www.google.com/maps/place/sovenir+Kharis/data=!4m7!3m6!1s0x2e70f517d440ad15:0x474f9e847fcda266!8m2!3d-6.9725982!4d110.3907125!16s%2Fg%2F11gw1bwhqh!19sChIJFa1A1Bf1cC4RZqLNf4SeT0c?authuser=0&hl=id&rclk=1","sovenir Kharis","","","Toko Suvenir","Jl. Anjasmoro Raya No.DD1/44","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GVvIrxCH4hlqSkqjD95SIQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=50.73435&pitch=0&thumbfov=100"
